KRAS	103508.7719/1Mbp
SKA3	807.1025/1Mbp
ZNF229	807.1025/1Mbp
ZACN	807.1025/1Mbp
PRDM1	807.1025/1Mbp
DPF3	807.1025/1Mbp
CHRFAM7A	807.1025/1Mbp
DOK2	807.1025/1Mbp
PARVA	807.1025/1Mbp
ZDHHC11	807.1025/1Mbp
ZBTB40	806.4516/1Mbp
E2F4	805.153/1Mbp
TMEM184A	805.153/1Mbp
FKBP8	805.153/1Mbp
GPAM	804.1817/1Mbp
PI4KB	804.1817/1Mbp
TSSC1	803.2129/1Mbp
CDH3	803.2129/1Mbp
ARFGAP1	803.2129/1Mbp
OSGEPL1	803.2129/1Mbp
HHLA2	803.2129/1Mbp
SEPT1	803.2129/1Mbp
C12orf50	803.2129/1Mbp
APOL1	803.2129/1Mbp
TCIRG1	802.2463/1Mbp
SKIV2L	801.9246/1Mbp
NKAP	801.2821/1Mbp
SAMD8	801.2821/1Mbp
RBP3	801.2821/1Mbp
SERPINA7	801.2821/1Mbp
PTPN2	801.2821/1Mbp
PICK1	801.2821/1Mbp
KCNAB2	801.2821/1Mbp
FAM175B	801.2821/1Mbp
BFSP2	801.2821/1Mbp
ZNF777	801.2821/1Mbp
VPS53	800.3201/1Mbp
TMPRSS11B	799.3605/1Mbp
HEPACAM	799.3605/1Mbp
CEPT1	799.3605/1Mbp
FAM172A	799.3605/1Mbp
ZFYVE27	799.3605/1Mbp
PRB2	799.3605/1Mbp
MKRN2	799.3605/1Mbp
MAP4K1	799.3605/1Mbp
TRAF1	799.3605/1Mbp
SLC9A3	798.4032/1Mbp
PPP4R2	797.4482/1Mbp
LAMP1	797.4482/1Mbp
TSPYL5	797.4482/1Mbp
PVR	797.4482/1Mbp
GLRA4	797.4482/1Mbp
GIF	797.4482/1Mbp
CKMT1B	797.4482/1Mbp
CDCP1	796.4954/1Mbp
EPC1	796.4954/1Mbp
BRD2	796.4954/1Mbp
ZC3H12B	796.4954/1Mbp
TMPRSS11D	795.5449/1Mbp
HSDL2	795.5449/1Mbp
ALDOA	795.5449/1Mbp
PSMC4	795.5449/1Mbp
MOGS	795.5449/1Mbp
CHID1	795.5449/1Mbp
AP3M1	795.5449/1Mbp
ARRB1	795.5449/1Mbp
NTSR1	795.5449/1Mbp
ARRDC4	795.5449/1Mbp
ATP6V0A1	794.5967/1Mbp
INPPL1	794.2812/1Mbp
CIC	794.2812/1Mbp
DOCK8	793.6508/1Mbp
ZNF566	793.6508/1Mbp
FAH	793.6508/1Mbp
DUSP7	793.6508/1Mbp
HAT1	793.6508/1Mbp
GPR151	793.6508/1Mbp
ATG9A	793.6508/1Mbp
SSFA2	793.6508/1Mbp
KDM6B	792.2361/1Mbp
NAPSA	791.7656/1Mbp
NUCB2	791.7656/1Mbp
UBL7	791.7656/1Mbp
PELI2	791.7656/1Mbp
DYX1C1	791.7656/1Mbp
TADA2B	791.7656/1Mbp
TPBG	791.7656/1Mbp
GCC2	791.2957/1Mbp
PPP2R2D	791.1392/1Mbp
PYGM	790.8264/1Mbp
FSTL4	790.8264/1Mbp
OSBPL7	790.8264/1Mbp
RGS22	790.5138/1Mbp
TMLHE	789.8894/1Mbp
ACOT1	789.8894/1Mbp
SLC35A2	789.8894/1Mbp
TTC7B	789.8894/1Mbp
C7	789.8894/1Mbp
WSB2	789.8894/1Mbp
OTUD7B	789.8894/1Mbp
ZNF584	789.8894/1Mbp
GOT1L1	789.8894/1Mbp
FAM71D	788.0221/1Mbp
P2RX5	788.0221/1Mbp
CRELD1	788.0221/1Mbp
ABCF1	788.0221/1Mbp
STYK1	788.0221/1Mbp
SYT1	788.0221/1Mbp
NR2E1	788.0221/1Mbp
NOP2	788.0221/1Mbp
CRLF1	788.0221/1Mbp
IL11RA	788.0221/1Mbp
PRR22	788.0221/1Mbp
EXO1	787.0917/1Mbp
ADAMTS4	787.0917/1Mbp
MAP4K5	787.0917/1Mbp
TLN2	786.4727/1Mbp
VSIG1	786.1635/1Mbp
MPI	786.1635/1Mbp
SERPINA3	786.1635/1Mbp
GPR83	786.1635/1Mbp
SUV39H1	786.1635/1Mbp
CPB2	786.1635/1Mbp
STAT6	786.1635/1Mbp
GATM	786.1635/1Mbp
WDR12	786.1635/1Mbp
PYGL	786.1635/1Mbp
PIGM	786.1635/1Mbp
TRANK1	785.6341/1Mbp
KIFC3	785.2375/1Mbp
PSKH1	784.3137/1Mbp
PACSIN3	784.3137/1Mbp
ZNF597	784.3137/1Mbp
CHST8	784.3137/1Mbp
TBCEL	784.3137/1Mbp
OGG1	784.3137/1Mbp
SERPINE3	784.3137/1Mbp
SPOCK2	784.3137/1Mbp
SKP2	784.3137/1Mbp
PLA2G4F	784.3137/1Mbp
SCRN3	784.3137/1Mbp
ZBTB6	784.3137/1Mbp
TRIM31	782.4726/1Mbp
CACNG8	782.4726/1Mbp
F2R	782.4726/1Mbp
UBR7	782.4726/1Mbp
AP1M2	782.4726/1Mbp
PLEKHA2	782.4726/1Mbp
HCRTR1	782.4726/1Mbp
PPIP5K2	782.0647/1Mbp
LONP2	781.5553/1Mbp
KIF18B	781.5553/1Mbp
THSD1	781.5553/1Mbp
ACTL6B	780.6401/1Mbp
PNCK	780.6401/1Mbp
ASB4	780.6401/1Mbp
SYT13	780.6401/1Mbp
STK25	780.6401/1Mbp
HM13	780.6401/1Mbp
IP6K2	780.6401/1Mbp
ZC3H15	780.6401/1Mbp
SLC16A13	780.6401/1Mbp
ZNF562	780.6401/1Mbp
TGS1	780.6401/1Mbp
ZNF341	779.7271/1Mbp
KIAA1210	779.7271/1Mbp
HSP90AA1	779.7271/1Mbp
AKAP4	779.7271/1Mbp
RENBP	778.8162/1Mbp
PRSS36	778.8162/1Mbp
KCNJ2	778.8162/1Mbp
ST14	778.8162/1Mbp
PUS1	778.8162/1Mbp
ACAT1	778.8162/1Mbp
IL13RA1	778.8162/1Mbp
RHBDF1	778.8162/1Mbp
ATP6V0A2	777.9074/1Mbp
STAB1	777.9074/1Mbp
LRRC42	777.0008/1Mbp
ENTPD5	777.0008/1Mbp
NOP14	777.0008/1Mbp
SELPLG	777.0008/1Mbp
CLNK	777.0008/1Mbp
ABCA7	776.277/1Mbp
KCNB1	776.0962/1Mbp
CNTNAP3	775.7952/1Mbp
IFT57	775.1938/1Mbp
AADAT	775.1938/1Mbp
GDF2	775.1938/1Mbp
RAD9B	775.1938/1Mbp
CDK15	775.1938/1Mbp
POFUT2	775.1938/1Mbp
ZNRF4	775.1938/1Mbp
MYRIP	775.1938/1Mbp
COG5	774.2935/1Mbp
GOT2	773.3952/1Mbp
IFT122	773.3952/1Mbp
WTIP	773.3952/1Mbp
C3orf58	773.3952/1Mbp
TEKT2	773.3952/1Mbp
ZNF557	773.3952/1Mbp
PBX1	773.3952/1Mbp
FMN2	772.0517/1Mbp
MICALL1	771.6049/1Mbp
HOXB3	771.6049/1Mbp
ELK4	771.6049/1Mbp
NPTX2	771.6049/1Mbp
IGSF11	771.6049/1Mbp
FOXN2	771.6049/1Mbp
CSTF1	771.6049/1Mbp
TRIP13	769.8229/1Mbp
PAX2	769.8229/1Mbp
XYLT2	769.8229/1Mbp
CEP97	769.8229/1Mbp
HOXD3	769.8229/1Mbp
NPTX1	769.8229/1Mbp
KCTD1	769.8229/1Mbp
PROM1	769.8229/1Mbp
SALL3	768.6395/1Mbp
LCOR	768.0492/1Mbp
SMYD2	768.0492/1Mbp
LGMN	768.0492/1Mbp
FAM98B	768.0492/1Mbp
PSMC2	768.0492/1Mbp
PRMT2	768.0492/1Mbp
TRIM71	767.1653/1Mbp
ZC3H4	766.8712/1Mbp
CLCN6	766.2835/1Mbp
FCRL6	766.2835/1Mbp
TRNT1	766.2835/1Mbp
FAM83A	766.2835/1Mbp
ZC3H10	766.2835/1Mbp
MUSK	766.2835/1Mbp
HECTD1	765.99/1Mbp
HSPA4L	765.4038/1Mbp
RSPH10B	765.4038/1Mbp
POLK	765.4038/1Mbp
CCNJL	764.526/1Mbp
NXN	764.526/1Mbp
AFAP1L2	764.526/1Mbp
SMOC1	764.526/1Mbp
SERPINA9	764.526/1Mbp
ZBTB25	764.526/1Mbp
SDCCAG3	764.526/1Mbp
KCNG3	762.7765/1Mbp
SOBP	762.7765/1Mbp
STAMBPL1	762.7765/1Mbp
PDCD6IP	762.7765/1Mbp
GCM1	762.7765/1Mbp
TBX6	762.7765/1Mbp
SEPT7	762.1951/1Mbp
ERAL1	761.035/1Mbp
CD177	761.035/1Mbp
E2F2	761.035/1Mbp
TMPRSS4	761.035/1Mbp
PLIN2	761.035/1Mbp
TSPYL1	761.035/1Mbp
MIOS	761.035/1Mbp
VPS4A	761.035/1Mbp
EEF1G	761.035/1Mbp
INTS1	760.6877/1Mbp
KDM1A	760.1672/1Mbp
PPFIBP2	760.1672/1Mbp
ZNF641	759.3014/1Mbp
TMPRSS11F	759.3014/1Mbp
CLN3	759.3014/1Mbp
ALG3	759.3014/1Mbp
VAV2	758.4376/1Mbp
GJC2	757.5758/1Mbp
MRPS30	757.5758/1Mbp
DBNL	757.5758/1Mbp
FBLN7	757.5758/1Mbp
SPAG9	756.4297/1Mbp
SIK3	756.4297/1Mbp
GXYLT1	755.8579/1Mbp
ENPP6	755.8579/1Mbp
CTBP1	755.8579/1Mbp
ARHGAP17	755.8579/1Mbp
LCAT	755.8579/1Mbp
SQSTM1	755.8579/1Mbp
MYO15A	755.2157/1Mbp
PPARD	754.1478/1Mbp
ZNF485	754.1478/1Mbp
IGSF22	753.5795/1Mbp
NCAM1	753.2957/1Mbp
ARRDC1	752.4454/1Mbp
TRIM14	752.4454/1Mbp
SPRYD3	752.4454/1Mbp
MIPOL1	752.4454/1Mbp
FAM46A	752.4454/1Mbp
AGBL5	751.5971/1Mbp
GTF3C3	751.5971/1Mbp
POU3F2	750.7508/1Mbp
CPM	750.7508/1Mbp
HOXA3	750.7508/1Mbp
EFEMP2	750.7508/1Mbp
GATA4	750.7508/1Mbp
MYBBP1A	750.1875/1Mbp
HMGCR	749.9063/1Mbp
TPCN1	749.9063/1Mbp
SH3RF1	749.9063/1Mbp
DLEC1	749.4847/1Mbp
PACSIN1	749.0637/1Mbp
PKN3	749.0637/1Mbp
RNFT2	749.0637/1Mbp
OSBPL8	749.0637/1Mbp
HCRTR2	749.0637/1Mbp
CCDC83	749.0637/1Mbp
HMBOX1	749.0637/1Mbp
VPS4B	749.0637/1Mbp
TPH1	749.0637/1Mbp
FOXF2	749.0637/1Mbp
TYRO3	748.223/1Mbp
RBM15B	748.223/1Mbp
GRIN2D	747.9432/1Mbp
CUL7	747.8033/1Mbp
KCNJ4	747.3842/1Mbp
STARD3	747.3842/1Mbp
GDI2	747.3842/1Mbp
NPY5R	747.3842/1Mbp
MTRF1	747.3842/1Mbp
TTLL6	747.3842/1Mbp
PTPRJ	747.3842/1Mbp
TUBB2A	747.3842/1Mbp
MGAT1	747.3842/1Mbp
HGD	747.3842/1Mbp
ALS2CR12	747.3842/1Mbp
FADS3	747.3842/1Mbp
ZNF512B	746.5472/1Mbp
BCORL1	746.5472/1Mbp
DRD1	745.7122/1Mbp
MRS2	745.7122/1Mbp
SPATA5	745.7122/1Mbp
TFDP2	745.7122/1Mbp
ESYT2	745.7122/1Mbp
RUNDC3A	745.7122/1Mbp
ANKRD2	745.7122/1Mbp
ANKRD30A	745.1565/1Mbp
MYO3B	745.1565/1Mbp
EXOC1	744.879/1Mbp
WDR27	744.0476/1Mbp
ITFG2	744.0476/1Mbp
GDI1	744.0476/1Mbp
TBX20	744.0476/1Mbp
KIF7	744.0476/1Mbp
SF3B2	744.0476/1Mbp
SLC9A5	743.2181/1Mbp
EDAR	742.3905/1Mbp
TNPO2	742.3905/1Mbp
KRT32	742.3905/1Mbp
TUBA4A	742.3905/1Mbp
TET3	742.3905/1Mbp
ACOT9	742.3905/1Mbp
RBBP8	742.3905/1Mbp
UBN2	741.8398/1Mbp
MFSD11	740.7407/1Mbp
C7orf26	740.7407/1Mbp
TUBA8	740.7407/1Mbp
NFKB2	739.9186/1Mbp
ENOSF1	739.0983/1Mbp
SQRDL	739.0983/1Mbp
ZNF446	739.0983/1Mbp
KANK1	739.0983/1Mbp
TUBB3	739.0983/1Mbp
BFAR	739.0983/1Mbp
LANCL2	739.0983/1Mbp
DSC2	739.0983/1Mbp
ZNF277	739.0983/1Mbp
COPS2	739.0983/1Mbp
SH2D7	737.4631/1Mbp
TINF2	737.4631/1Mbp
NKD2	737.4631/1Mbp
BZW1	737.4631/1Mbp
LARS2	737.4631/1Mbp
IRF4	737.4631/1Mbp
TUBG1	737.4631/1Mbp
MTBP	736.6483/1Mbp
ECT2L	736.6483/1Mbp
FAM35A	736.6483/1Mbp
KRT80	735.8352/1Mbp
TIMM44	735.8352/1Mbp
FAM81B	735.8352/1Mbp
TRIM49	735.8352/1Mbp
FBXO47	735.8352/1Mbp
NPC1L1	735.2941/1Mbp
TMC2	735.0239/1Mbp
CBL	735.0239/1Mbp
DCAF12	734.2144/1Mbp
FAM117A	734.2144/1Mbp
ASB16	734.2144/1Mbp
SMPDL3A	734.2144/1Mbp
HTRA3	734.2144/1Mbp
CHMP7	734.2144/1Mbp
ZNF3	734.2144/1Mbp
LGR5	734.2144/1Mbp
SCLY	734.2144/1Mbp
BCL3	732.6007/1Mbp
PPM1F	732.6007/1Mbp
CDR2	732.6007/1Mbp
ACTN4	730.9942/1Mbp
TNFRSF1A	730.9942/1Mbp
KRT35	730.9942/1Mbp
KIAA1147	730.9942/1Mbp
BCAN	730.9942/1Mbp
GPR89B	730.9942/1Mbp
TUFM	730.9942/1Mbp
NT5DC1	730.9942/1Mbp
KIF24	730.4602/1Mbp
MRVI1	730.1935/1Mbp
TUT1	730.1935/1Mbp
WDR44	729.3946/1Mbp
KCNA7	729.3946/1Mbp
KRT15	729.3946/1Mbp
METTL14	729.3946/1Mbp
ADSS	729.3946/1Mbp
SLC29A2	729.3946/1Mbp
GANC	728.5974/1Mbp
PDLIM7	727.802/1Mbp
FKBP5	727.802/1Mbp
CHGA	727.802/1Mbp
CCDC57	727.802/1Mbp
ZNF140	727.802/1Mbp
KLF5	727.802/1Mbp
PPP2R2A	727.802/1Mbp
TNRC6B	727.0084/1Mbp
MGEA5	727.0084/1Mbp
PNPLA6	726.7442/1Mbp
USP47	726.7442/1Mbp
ENPP7	726.2164/1Mbp
CHRNB3	726.2164/1Mbp
ADAM19	725.4262/1Mbp
IL6ST	725.4262/1Mbp
SLC4A11	725.4262/1Mbp
STEAP4	724.6377/1Mbp
TMEM143	724.6377/1Mbp
CHN1	724.6377/1Mbp
KRT27	724.6377/1Mbp
HEG1	723.589/1Mbp
PTPN18	723.0658/1Mbp
PSME4	723.0658/1Mbp
TTYH1	723.0658/1Mbp
CEP57L1	723.0658/1Mbp
ANGPTL3	723.0658/1Mbp
SLC39A8	723.0658/1Mbp
CDS1	721.5007/1Mbp
TNPO3	721.5007/1Mbp
NEU3	721.5007/1Mbp
USH1G	721.5007/1Mbp
CORO1A	721.5007/1Mbp
CREB3L3	721.5007/1Mbp
PROC	721.5007/1Mbp
ALDH1L2	721.5007/1Mbp
FIBCD1	721.5007/1Mbp
GTF2H4	719.9424/1Mbp
BSCL2	719.9424/1Mbp
TRIML2	719.9424/1Mbp
KREMEN2	719.9424/1Mbp
PRRC1	719.9424/1Mbp
HPX	719.9424/1Mbp
RXRA	719.9424/1Mbp
SLC38A7	719.9424/1Mbp
EEF1A1	719.9424/1Mbp
STOX2	719.1658/1Mbp
SIK2	719.1658/1Mbp
FOXA2	718.3908/1Mbp
TRMT11	718.3908/1Mbp
EEF1A2	718.3908/1Mbp
RUVBL2	718.3908/1Mbp
ZNF331	718.3908/1Mbp
UBA3	718.3908/1Mbp
RPAP1	717.3601/1Mbp
KRT28	716.8459/1Mbp
FRMD8	716.8459/1Mbp
SERINC2	716.8459/1Mbp
TUBB	716.8459/1Mbp
GFRA2	716.8459/1Mbp
SF3A2	716.8459/1Mbp
LRRC34	716.8459/1Mbp
FAM90A1	716.8459/1Mbp
FBXW12	716.8459/1Mbp
MYCN	716.8459/1Mbp
TANC1	716.0759/1Mbp
MKNK1	715.3076/1Mbp
SRPX2	715.3076/1Mbp
URGCP	715.3076/1Mbp
STK38	715.3076/1Mbp
ONECUT1	715.3076/1Mbp
PTPN7	715.3076/1Mbp
CDR2L	715.3076/1Mbp
E2F3	715.3076/1Mbp
SNX8	715.3076/1Mbp
MINA	715.3076/1Mbp
SCYL2	715.3076/1Mbp
TRIM15	715.3076/1Mbp
CCM2	715.3076/1Mbp
RBM12	714.5409/1Mbp
PMS1	714.5409/1Mbp
NIPAL4	713.7759/1Mbp
GCK	713.7759/1Mbp
FUCA1	713.7759/1Mbp
NPAS3	713.7759/1Mbp
ASB18	713.7759/1Mbp
CTDSPL2	713.7759/1Mbp
SMAP1	712.2507/1Mbp
ZBTB43	712.2507/1Mbp
PDCD11	712.2507/1Mbp
LSP1	712.2507/1Mbp
C11orf16	712.2507/1Mbp
DCTN4	712.2507/1Mbp
ABHD15	710.7321/1Mbp
COQ6	710.7321/1Mbp
PPARA	710.7321/1Mbp
C12orf66	710.7321/1Mbp
TRIM11	710.7321/1Mbp
CHRNA5	710.7321/1Mbp
AKAP13	709.7232/1Mbp
KRT7	709.2199/1Mbp
NSUN6	709.2199/1Mbp
MMP1	709.2199/1Mbp
UFSP2	709.2199/1Mbp
CYP39A1	709.2199/1Mbp
TTC38	709.2199/1Mbp
XPC	708.4662/1Mbp
PNLIPRP2	708.2153/1Mbp
NSUN5	707.7141/1Mbp
ZNF436	707.7141/1Mbp
GPR152	707.7141/1Mbp
SLC7A13	707.7141/1Mbp
PRPH	707.7141/1Mbp
DES	707.7141/1Mbp
PCDHA12	707.7141/1Mbp
PRPF6	707.7141/1Mbp
DCAF5	706.9636/1Mbp
KIAA0895L	706.2147/1Mbp
MMP13	706.2147/1Mbp
NONO	706.2147/1Mbp
NFATC1	706.2147/1Mbp
DENND2D	706.2147/1Mbp
NUP210	706.2147/1Mbp
ADAMTSL5	706.2147/1Mbp
HSPA13	706.2147/1Mbp
ZNF385B	706.2147/1Mbp
MLKL	706.2147/1Mbp
PCDHGC5	705.4674/1Mbp
ACTN3	705.4674/1Mbp
TMEM8B	704.7216/1Mbp
SLC38A5	704.7216/1Mbp
EIF2S3	704.7216/1Mbp
IFIT2	704.7216/1Mbp
DMRT3	704.7216/1Mbp
FOXA1	704.7216/1Mbp
CD36	704.7216/1Mbp
MBOAT7	704.7216/1Mbp
NF1	704.2254/1Mbp
MAP3K14	703.4822/1Mbp
BEST4	703.2349/1Mbp
MAPKAPK5	703.2349/1Mbp
SRL	703.2349/1Mbp
SERINC3	703.2349/1Mbp
ZNF514	703.2349/1Mbp
ZNF268	703.2349/1Mbp
OBSL1	702.8642/1Mbp
NBAS	702.6419/1Mbp
ERAP1	702.4939/1Mbp
EDEM3	702.4939/1Mbp
HADHB	701.7544/1Mbp
ZNF230	701.7544/1Mbp
SYT17	701.7544/1Mbp
PRAMEF10	701.7544/1Mbp
PRAMEF13	701.7544/1Mbp
AKAP11	701.0165/1Mbp
SLC46A2	700.2801/1Mbp
PRAMEF20	700.2801/1Mbp
CSNK1G1	700.2801/1Mbp
ATXN10	700.2801/1Mbp
ADAMTSL2	700.2801/1Mbp
TMEM44	700.2801/1Mbp
TRIM21	700.2801/1Mbp
ALS2CL	698.812/1Mbp
ZNF563	698.812/1Mbp
TOM1L1	698.812/1Mbp
NARFL	698.812/1Mbp
TRIP6	698.812/1Mbp
SEC61A2	698.812/1Mbp
HTRA4	698.812/1Mbp
GPKOW	698.812/1Mbp
DGCR14	698.812/1Mbp
MAP3K10	698.0803/1Mbp
VDR	697.3501/1Mbp
CCDC146	697.3501/1Mbp
KCNS2	697.3501/1Mbp
OSGIN1	697.3501/1Mbp
OC90	697.3501/1Mbp
VWCE	697.3501/1Mbp
TRMT61B	697.3501/1Mbp
ZNF622	697.3501/1Mbp
TRIM72	697.3501/1Mbp
THBS3	696.6214/1Mbp
ASXL2	696.3788/1Mbp
LILRA6	695.8942/1Mbp
PTX4	695.8942/1Mbp
GLTSCR2	695.8942/1Mbp
FAM83E	695.8942/1Mbp
ABTB1	695.8942/1Mbp
PRAMEF4	695.8942/1Mbp
CHRNA9	694.4444/1Mbp
PPM1B	694.4444/1Mbp
BCL6B	694.4444/1Mbp
PAIP1	694.4444/1Mbp
POU2F2	694.4444/1Mbp
DLG5	694.4444/1Mbp
KLF10	693.0007/1Mbp
OSBPL2	693.0007/1Mbp
DDC	693.0007/1Mbp
UTY	692.0415/1Mbp
NYX	691.5629/1Mbp
PRAMEF22	691.5629/1Mbp
HTR2B	691.5629/1Mbp
CELF6	691.5629/1Mbp
LRP8	691.5629/1Mbp
INTS4	691.5629/1Mbp
PI4K2B	691.5629/1Mbp
C9orf72	691.5629/1Mbp
DOK1	691.5629/1Mbp
LBP	691.5629/1Mbp
UMODL1	691.085/1Mbp
RPS6KB2	690.1311/1Mbp
CCZ1	690.1311/1Mbp
ZRSR2	690.1311/1Mbp
CCDC50	690.1311/1Mbp
ACOT2	688.7052/1Mbp
SHMT1	688.7052/1Mbp
PGD	688.7052/1Mbp
DDX25	688.7052/1Mbp
ERLEC1	688.7052/1Mbp
ZNF774	688.7052/1Mbp
NOXA1	688.7052/1Mbp
DUOXA1	688.7052/1Mbp
PRAMEF12	688.7052/1Mbp
ATF7	688.7052/1Mbp
SLC36A2	688.7052/1Mbp
MRPL37	688.7052/1Mbp
PCSK6	687.7579/1Mbp
ATG2A	687.6397/1Mbp
HEMGN	687.2852/1Mbp
CACNB3	687.2852/1Mbp
SRSF11	687.2852/1Mbp
PIGA	687.2852/1Mbp
DNAJC6	686.5774/1Mbp
MYO19	686.5774/1Mbp
ZNF165	685.8711/1Mbp
SLC30A10	685.8711/1Mbp
WDR13	685.8711/1Mbp
PDCD7	685.8711/1Mbp
POLG2	685.8711/1Mbp
BPTF	684.697/1Mbp
RFX7	684.4627/1Mbp
ATP2C1	684.4627/1Mbp
VPS18	684.4627/1Mbp
GPRC5C	684.4627/1Mbp
NR1H4	684.4627/1Mbp
FOXRED1	684.4627/1Mbp
ARHGAP6	683.7607/1Mbp
HRH1	683.0601/1Mbp
TYMP	683.0601/1Mbp
SLC16A4	683.0601/1Mbp
NLRX1	683.0601/1Mbp
TRIM50	683.0601/1Mbp
HSPG2	682.9046/1Mbp
CCDC77	681.6633/1Mbp
INPP4A	681.6633/1Mbp
SPATA6	681.6633/1Mbp
ZC3H7B	681.6633/1Mbp
AP2A1	681.6633/1Mbp
DSE	681.6633/1Mbp
DGAT1	681.6633/1Mbp
TMEM39A	681.6633/1Mbp
F10	681.6633/1Mbp
HSPBAP1	681.6633/1Mbp
RAD54L2	681.1989/1Mbp
CAMK2A	680.2721/1Mbp
DPH2	680.2721/1Mbp
STEAP2	678.8866/1Mbp
LILRA2	678.8866/1Mbp
CYP2W1	678.8866/1Mbp
EML4	678.8866/1Mbp
RSL1D1	678.8866/1Mbp
SLC4A9	677.5068/1Mbp
FGB	677.5068/1Mbp
ANGPTL1	677.5068/1Mbp
NAMPT	677.5068/1Mbp
ZSCAN22	677.5068/1Mbp
KRT39	677.5068/1Mbp
PPIL4	676.1325/1Mbp
PRDM7	676.1325/1Mbp
CTBP2	676.1325/1Mbp
DYNC1LI2	676.1325/1Mbp
ALG11	676.1325/1Mbp
FRS3	676.1325/1Mbp
PDIA6	676.1325/1Mbp
CHEK1	676.1325/1Mbp
KRT83	674.7638/1Mbp
EPHB4	674.7638/1Mbp
THPO	674.7638/1Mbp
TMEM145	674.7638/1Mbp
DNPEP	674.7638/1Mbp
SEPT4	674.7638/1Mbp
PKDCC	674.7638/1Mbp
OPRM1	674.7638/1Mbp
MLYCD	674.7638/1Mbp
TOM1	674.7638/1Mbp
ZSWIM4	673.4007/1Mbp
USP14	673.4007/1Mbp
CHRNA6	673.4007/1Mbp
KRT12	673.4007/1Mbp
ZFP36L2	673.4007/1Mbp
ZNF207	673.4007/1Mbp
KCNF1	673.4007/1Mbp
DNAJC7	673.4007/1Mbp
CRYBG3	673.174/1Mbp
SCN8A	673.0607/1Mbp
JAKMIP3	672.7212/1Mbp
OBSCN	672.3442/1Mbp
GAPVD1	672.043/1Mbp
FKRP	672.043/1Mbp
NEK9	672.043/1Mbp
SHE	672.043/1Mbp
ZSCAN5B	672.043/1Mbp
TCOF1	671.5917/1Mbp
SLC19A3	670.6908/1Mbp
C6orf136	670.6908/1Mbp
NMT1	670.6908/1Mbp
ADCYAP1R1	670.6908/1Mbp
MATN1	670.6908/1Mbp
SLC2A3	670.6908/1Mbp
ANKRD34A	670.6908/1Mbp
TANC2	669.6802/1Mbp
TRMT6	669.344/1Mbp
MORN1	669.344/1Mbp
P2RX2	669.344/1Mbp
KANK4	669.344/1Mbp
PHF10	668.0027/1Mbp
STEAP3	668.0027/1Mbp
SHROOM3	667.6682/1Mbp
EPHB3	667.334/1Mbp
GOLGA3	667.1114/1Mbp
SERPIND1	666.6667/1Mbp
PKMYT1	666.6667/1Mbp
TET2	665.6682/1Mbp
CEP57	665.336/1Mbp
RBPJ	665.336/1Mbp
LRP11	665.336/1Mbp
ENDOD1	665.336/1Mbp
NPTXR	665.336/1Mbp
GPATCH8	665.336/1Mbp
ZBTB34	665.336/1Mbp
SEPSECS	664.0106/1Mbp
MPND	664.0106/1Mbp
BACE1	664.0106/1Mbp
SF3A3	664.0106/1Mbp
NRBP2	664.0106/1Mbp
C17orf74	664.0106/1Mbp
IRX3	664.0106/1Mbp
SLC7A11	664.0106/1Mbp
GDF5	664.0106/1Mbp
TRAF2	664.0106/1Mbp
PHF12	663.3499/1Mbp
NARF	662.6905/1Mbp
WAS	662.6905/1Mbp
TMEM161B	662.6905/1Mbp
IL17RB	662.6905/1Mbp
TMC5	662.0324/1Mbp
SLC38A1	661.3757/1Mbp
CYP3A4	661.3757/1Mbp
ZBTB37	661.3757/1Mbp
POLD2	660.066/1Mbp
SLC16A8	660.066/1Mbp
DNAJC3	660.066/1Mbp
CDK18	660.066/1Mbp
TAB1	660.066/1Mbp
SLC38A3	660.066/1Mbp
PIGW	660.066/1Mbp
SRP54	660.066/1Mbp
PSMD5	660.066/1Mbp
R3HDM2	659.4131/1Mbp
SLC37A2	658.7615/1Mbp
FAM83B	658.7615/1Mbp
PDIA3	658.7615/1Mbp
CHRNA3	658.7615/1Mbp
KRT81	658.7615/1Mbp
TBC1D22B	658.7615/1Mbp
CYP4Z1	658.7615/1Mbp
PPARG	658.7615/1Mbp
KL	658.1112/1Mbp
SLC38A2	657.4622/1Mbp
TOX2	657.4622/1Mbp
ZNF157	657.4622/1Mbp
NUP54	656.168/1Mbp
SLC2A6	656.168/1Mbp
KDELC2	656.168/1Mbp
TOM1L2	656.168/1Mbp
EHBP1L1	656.168/1Mbp
SLC7A5	656.168/1Mbp
LDHD	656.168/1Mbp
BTBD16	656.168/1Mbp
TLN1	655.6517/1Mbp
MAML1	655.5228/1Mbp
FARSA	654.8788/1Mbp
KCNH4	654.8788/1Mbp
SIRPA	654.8788/1Mbp
SP8	654.8788/1Mbp
POLM	654.8788/1Mbp
MYO1G	654.2362/1Mbp
COL6A2	653.5948/1Mbp
ARSA	653.5948/1Mbp
SCARB1	653.5948/1Mbp
BCL2L13	653.5948/1Mbp
SLC22A18	653.5948/1Mbp
HSPA14	653.5948/1Mbp
GLDC	652.9546/1Mbp
TOP2A	652.7415/1Mbp
FH	652.3157/1Mbp
TOE1	652.3157/1Mbp
PIAS4	652.3157/1Mbp
NFIX	652.3157/1Mbp
SLC7A7	651.0417/1Mbp
KRT8	651.0417/1Mbp
CECR1	651.0417/1Mbp
SPAM1	651.0417/1Mbp
PAOX	651.0417/1Mbp
